ID,Sales
T1193989,43313.777
T1193990,44577.48
T1193991,54928.258
T1193992,39294.965
T1193993,29481.588
T1193994,55137.59
T1193995,46644.258
T1193996,44391.027
T1193997,29462.072
T1193998,69366.47
T1193999,44519.258
T1194000,34414.523
T1194001,49980.055
T1194002,34191.164
T1194003,32676.52
T1194004,43337.227
T1194005,18821.01
T1194006,59537.21
T1194007,43313.777
T1194008,39651.5
T1194009,39294.965
T1194010,46292.37
T1194011,34191.164
T1194012,37290.383
T1194013,22587.873
T1194014,58495.305
T1194015,23025.732
T1194016,59537.21
T1194017,53183.96
T1194018,34414.523
T1194019,44408.273
T1194020,34690.83
T1194021,58997.055
T1194022,69366.47
T1194023,34414.523
T1194024,45473.785
T1194025,44519.258
T1194026,28253.648
T1194027,44577.48
T1194028,46644.258
T1194029,39651.5
T1194030,27872.49
T1194031,59537.21
T1194032,58495.305
T1194033,49980.055
T1194034,34770.793
T1194035,34191.164
T1194036,43143.812
T1194037,32287.281
T1194038,43313.777
T1194039,34770.793
T1194040,34414.523
T1194041,20051.148
T1194042,59537.21
T1194043,18821.01
T1194044,29426.443
T1194045,56936.324
T1194046,40568.797
T1194047,50845.01
T1194048,75741.93
T1194049,56954.41
T1194050,29301.29
T1194051,27195.28
T1194052,44391.027
T1194053,29301.29
T1194054,56954.41
T1194055,34770.793
T1194056,25523.383
T1194057,44391.027
T1194058,58997.055
T1194059,54928.258
T1194060,33321.21
T1194061,59537.21
T1194062,35548.92
T1194063,37946.17
T1194064,55137.59
T1194065,44577.48
T1194066,29301.29
T1194067,44577.48
T1194068,39651.5
T1194069,60522.504
T1194070,53077.45
T1194071,46644.258
T1194072,27872.49
T1194073,53077.45
T1194074,28021.76
T1194075,69366.47
T1194076,54928.258
T1194077,25579.508
T1194078,34191.164
T1194079,56954.41
T1194080,34414.523
T1194081,36966.293
T1194082,36678.15
T1194083,75741.93
T1194084,34191.164
T1194085,32676.52
T1194086,27617.152
T1194087,34191.164
T1194088,43143.812
T1194089,46644.258
T1194090,29301.29
T1194091,59537.21
T1194092,34770.793
T1194093,25667.453
T1194094,49980.055
T1194095,37290.383
T1194096,32676.52
T1194097,21629.074
T1194098,59537.21
T1194099,36678.15
T1194100,36966.293
T1194101,29462.072
T1194102,34191.164
T1194103,69366.47
T1194104,27195.28
T1194105,21629.074
T1194106,58495.305
T1194107,34414.523
T1194108,45971.0
T1194109,34191.164
T1194110,44577.48
T1194111,58495.305
T1194112,54928.258
T1194113,23025.732
T1194114,54928.258
T1194115,59537.21
T1194116,33488.8
T1194117,32676.52
T1194118,46644.258
T1194119,69366.47
T1194120,69366.47
T1194121,40568.797
T1194122,32676.52
T1194123,46644.258
T1194124,54479.67
T1194125,46644.258
T1194126,69366.47
T1194127,20923.104
T1194128,34770.793
T1194129,25239.96
T1194130,46644.258
T1194131,41330.45
T1194132,35345.594
T1194133,18821.01
T1194134,59537.21
T1194135,54928.258
T1194136,32287.281
T1194137,34191.164
T1194138,59537.21
T1194139,28021.76
T1194140,34770.793
T1194141,34191.164
T1194142,36966.293
T1194143,75741.93
T1194144,31664.336
T1194145,75741.93
T1194146,59537.21
T1194147,45636.562
T1194148,34770.793
T1194149,43313.777
T1194150,43313.777
T1194151,44577.48
T1194152,43143.812
T1194153,34770.793
T1194154,21629.074
T1194155,34414.523
T1194156,34191.164
T1194157,36966.293
T1194158,75741.93
T1194159,29462.072
T1194160,34770.793
T1194161,45473.785
T1194162,28253.648
T1194163,18821.01
T1194164,21629.074
T1194165,44577.48
T1194166,75741.93
T1194167,32287.281
T1194168,40739.332
T1194169,59842.85
T1194170,71761.734
T1194171,28021.76
T1194172,45636.562
T1194173,44391.027
T1194174,59537.21
T1194175,39294.965
T1194176,33488.8
T1194177,43143.812
T1194178,34191.164
T1194179,44391.027
T1194180,44519.258
T1194181,34414.523
T1194182,37290.383
T1194183,43313.777
T1194184,40739.332
T1194185,44519.258
T1194186,29301.29
T1194187,40568.797
T1194188,54928.258
T1194189,56936.324
T1194190,35345.594
T1194191,59537.21
T1194192,44519.258
T1194193,44391.027
T1194194,29462.072
T1194195,18821.01
T1194196,40568.797
T1194197,55137.59
T1194198,58495.305
T1194199,39078.18
T1194200,29426.443
T1194201,69453.84
T1194202,25523.383
T1194203,21629.074
T1194204,25239.96
T1194205,25239.96
T1194206,34191.164
T1194207,34770.793
T1194208,59537.21
T1194209,23025.732
T1194210,59537.21
T1194211,28253.648
T1194212,39424.01
T1194213,54928.258
T1194214,34191.164
T1194215,54928.258
T1194216,59489.113
T1194217,44577.48
T1194218,58997.055
T1194219,33488.8
T1194220,69366.47
T1194221,36678.15
T1194222,29426.443
T1194223,43337.227
T1194224,59842.85
T1194225,75741.93
T1194226,27872.49
T1194227,29481.588
T1194228,25667.453
T1194229,40739.332
T1194230,37290.383
T1194231,59537.21
T1194232,59537.21
T1194233,44391.027
T1194234,58495.305
T1194235,29301.29
T1194236,69366.47
T1194237,34191.164
T1194238,34770.793
T1194239,46644.258
T1194240,69366.47
T1194241,33321.21
T1194242,44391.027
T1194243,34191.164
T1194244,35345.594
T1194245,28021.76
T1194246,31969.568
T1194247,39294.965
T1194248,34414.523
T1194249,37946.17
T1194250,28253.648
T1194251,26381.44
T1194252,29301.29
T1194253,71761.734
T1194254,75741.93
T1194255,34770.793
T1194256,36966.293
T1194257,44577.48
T1194258,59842.85
T1194259,44519.258
T1194260,34414.523
T1194261,50845.01
T1194262,58495.305
T1194263,45473.785
T1194264,45473.785
T1194265,46644.258
T1194266,34191.164
T1194267,55137.59
T1194268,58495.305
T1194269,75741.93
T1194270,25239.96
T1194271,53218.875
T1194272,50845.01
T1194273,59537.21
T1194274,54928.258
T1194275,29462.072
T1194276,75741.93
T1194277,75741.93
T1194278,34191.164
T1194279,32287.281
T1194280,36966.293
T1194281,44577.48
T1194282,34191.164
T1194283,69366.47
T1194284,46644.258
T1194285,43313.777
T1194286,44391.027
T1194287,75741.93
T1194288,59537.21
T1194289,45971.0
T1194290,34191.164
T1194291,71761.734
T1194292,58495.305
T1194293,23025.732
T1194294,43143.812
T1194295,34770.793
T1194296,37946.17
T1194297,29462.072
T1194298,44577.48
T1194299,32676.52
T1194300,32676.52
T1194301,34191.164
T1194302,44391.027
T1194303,44577.48
T1194304,29301.29
T1194305,25667.453
T1194306,39294.965
T1194307,32676.52
T1194308,75741.93
T1194309,53077.45
T1194310,54928.258
T1194311,35345.594
T1194312,33321.21
T1194313,44519.258
T1194314,35548.92
T1194315,43143.812
T1194316,44391.027
T1194317,34770.793
T1194318,59537.21
T1194319,23025.732
T1194320,44391.027
T1194321,44577.48
T1194322,34883.406
T1194323,29462.072
T1194324,53077.45
T1194325,59537.21
T1194326,29228.836
T1194327,58495.305
T1194328,55137.59
T1194329,27872.49
T1194330,27160.139
T1194331,37290.383
T1194332,59537.21
T1194333,39936.195
T1194334,34770.793
T1194335,18821.01
T1194336,56936.324
T1194337,69366.47
T1194338,37290.383
T1194339,34414.523
T1194340,29462.072
T1194341,36966.293
T1194342,49980.055
T1194343,59537.21
T1194344,39651.5
T1194345,34414.523
T1194346,34770.793
T1194347,32676.52
T1194348,22587.873
T1194349,40739.332
T1194350,23025.732
T1194351,58495.305
T1194352,23025.732
T1194353,56954.41
T1194354,35589.047
T1194355,43143.812
T1194356,54928.258
T1194357,34191.164
T1194358,21629.074
T1194359,27195.28
T1194360,49980.055
T1194361,60522.504
T1194362,34191.164
T1194363,32287.281
T1194364,40568.797
T1194365,34770.793
T1194366,37290.383
T1194367,28253.648
T1194368,71761.734
T1194369,28020.086
T1194370,58495.305
T1194371,43313.777
T1194372,44408.273
T1194373,69366.47
T1194374,60522.504
T1194375,39294.965
T1194376,59537.21
T1194377,43143.812
T1194378,29301.29
T1194379,45473.785
T1194380,44391.027
T1194381,34690.83
T1194382,39651.5
T1194383,59537.21
T1194384,54928.258
T1194385,43143.812
T1194386,34770.793
T1194387,39294.965
T1194388,34191.164
T1194389,27617.152
T1194390,25239.96
T1194391,69453.84
T1194392,18821.01
T1194393,32287.281
T1194394,43143.812
T1194395,34191.164
T1194396,32287.281
T1194397,44577.48
T1194398,46644.258
T1194399,34191.164
T1194400,46644.258
T1194401,34191.164
T1194402,46644.258
T1194403,34414.523
T1194404,58997.055
T1194405,43337.227
T1194406,29301.29
T1194407,36678.15
T1194408,71761.734
T1194409,55137.59
T1194410,59537.21
T1194411,24706.55
T1194412,59537.21
T1194413,28714.564
T1194414,53183.96
T1194415,21629.074
T1194416,34414.523
T1194417,56954.41
T1194418,44577.48
T1194419,45473.785
T1194420,44391.027
T1194421,44519.258
T1194422,34414.523
T1194423,34191.164
T1194424,33488.8
T1194425,25667.453
T1194426,69366.47
T1194427,58495.305
T1194428,27195.28
T1194429,35589.047
T1194430,69366.47
T1194431,20051.148
T1194432,46644.258
T1194433,34191.164
T1194434,34770.793
T1194435,34770.793
T1194436,28021.76
T1194437,31664.336
T1194438,36966.293
T1194439,49980.055
T1194440,75741.93
T1194441,44519.258
T1194442,34770.793
T1194443,75741.93
T1194444,37290.383
T1194445,59537.21
T1194446,34191.164
T1194447,29301.29
T1194448,39651.5
T1194449,46644.258
T1194450,44577.48
T1194451,34191.164
T1194452,43313.777
T1194453,43143.812
T1194454,44519.258
T1194455,18821.01
T1194456,54479.67
T1194457,34414.523
T1194458,58997.055
T1194459,44391.027
T1194460,36966.293
T1194461,40568.797
T1194462,34414.523
T1194463,32287.281
T1194464,37290.383
T1194465,54928.258
T1194466,46292.37
T1194467,34191.164
T1194468,53119.645
T1194469,59537.21
T1194470,44949.895
T1194471,56954.41
T1194472,69366.47
T1194473,46644.258
T1194474,20923.104
T1194475,34191.164
T1194476,43313.777
T1194477,34191.164
T1194478,34414.523
T1194479,32676.52
T1194480,40568.797
T1194481,39651.5
T1194482,20051.148
T1194483,34770.793
T1194484,60522.504
T1194485,58495.305
T1194486,46644.258
T1194487,40739.332
T1194488,49980.055
T1194489,25579.508
T1194490,59537.21
T1194491,34770.793
T1194492,59537.21
T1194493,45636.562
T1194494,34770.793
T1194495,59537.21
T1194496,39651.5
T1194497,34414.523
T1194498,46644.258
T1194499,45636.562
T1194500,59537.21
T1194501,21629.074
T1194502,43143.812
T1194503,44391.027
T1194504,34191.164
T1194505,34191.164
T1194506,37946.17
T1194507,28714.564
T1194508,59489.113
T1194509,46644.258
T1194510,32676.52
T1194511,46644.258
T1194512,28020.086
T1194513,46644.258
T1194514,69453.84
T1194515,44577.48
T1194516,34191.164
T1194517,64751.26
T1194518,41330.45
T1194519,58997.055
T1194520,43143.812
T1194521,44408.273
T1194522,75741.93
T1194523,40568.797
T1194524,40739.332
T1194525,54928.258
T1194526,40568.797
T1194527,44577.48
T1194528,33488.8
T1194529,47105.797
T1194530,29481.588
T1194531,39294.965
T1194532,34414.523
T1194533,29301.29
T1194534,69366.47
T1194535,69453.84
T1194536,40568.797
T1194537,18821.01
T1194538,34191.164
T1194539,59537.21
T1194540,34191.164
T1194541,39294.965
T1194542,34191.164
T1194543,59537.21
T1194544,36187.76
T1194545,28021.76
T1194546,55137.59
T1194547,69453.84
T1194548,75741.93
T1194549,56954.41
T1194550,37290.383
T1194551,23025.732
T1194552,44577.48
T1194553,34770.793
T1194554,43143.812
T1194555,23025.732
T1194556,55137.59
T1194557,49980.055
T1194558,69453.84
T1194559,69453.84
T1194560,44519.258
T1194561,59842.85
T1194562,44519.258
T1194563,27617.152
T1194564,35345.594
T1194565,32676.52
T1194566,29462.072
T1194567,28021.76
T1194568,60522.504
T1194569,27872.49
T1194570,36966.293
T1194571,43143.812
T1194572,44391.027
T1194573,40739.332
T1194574,39294.965
T1194575,40739.332
T1194576,29301.29
T1194577,44519.258
T1194578,53077.45
T1194579,75741.93
T1194580,27160.139
T1194581,58997.055
T1194582,34414.523
T1194583,53077.45
T1194584,44391.027
T1194585,27195.28
T1194586,40568.797
T1194587,60522.504
T1194588,59537.21
T1194589,29301.29
T1194590,58495.305
T1194591,59537.21
T1194592,59537.21
T1194593,60522.504
T1194594,29301.29
T1194595,58495.305
T1194596,34770.793
T1194597,25523.383
T1194598,59537.21
T1194599,31969.568
T1194600,34191.164
T1194601,39936.195
T1194602,29301.29
T1194603,35548.92
T1194604,49980.055
T1194605,75741.93
T1194606,28021.76
T1194607,33321.21
T1194608,71761.734
T1194609,44519.258
T1194610,53119.645
T1194611,43143.812
T1194612,39294.965
T1194613,34414.523
T1194614,35589.047
T1194615,44949.895
T1194616,44519.258
T1194617,46644.258
T1194618,69366.47
T1194619,33321.21
T1194620,43313.777
T1194621,53077.45
T1194622,34414.523
T1194623,44408.273
T1194624,29426.443
T1194625,55137.59
T1194626,34191.164
T1194627,58495.305
T1194628,31664.336
T1194629,40568.797
T1194630,46644.258
T1194631,46644.258
T1194632,29481.588
T1194633,23025.732
T1194634,55137.59
T1194635,34191.164
T1194636,44577.48
T1194637,58495.305
T1194638,34191.164
T1194639,75741.93
T1194640,58997.055
T1194641,59489.113
T1194642,59537.21
T1194643,45971.0
T1194644,59489.113
T1194645,40739.332
T1194646,33488.8
T1194647,32287.281
T1194648,58997.055
T1194649,34191.164
T1194650,25667.453
T1194651,34414.523
T1194652,34414.523
T1194653,25239.96
T1194654,40739.332
T1194655,34770.793
T1194656,34191.164
T1194657,28021.76
T1194658,59537.21
T1194659,34191.164
T1194660,44519.258
T1194661,28253.648
T1194662,34770.793
T1194663,18821.01
T1194664,40739.332
T1194665,58495.305
T1194666,43143.812
T1194667,46644.258
T1194668,43143.812
T1194669,59489.113
T1194670,56954.41
T1194671,28714.564
T1194672,69453.84
T1194673,34191.164
T1194674,75741.93
T1194675,45473.785
T1194676,75741.93
T1194677,59537.21
T1194678,46644.258
T1194679,53077.45
T1194680,44577.48
T1194681,59537.21
T1194682,32287.281
T1194683,59537.21
T1194684,46644.258
T1194685,46644.258
T1194686,34191.164
T1194687,29426.443
T1194688,39651.5
T1194689,34770.793
T1194690,20923.104
T1194691,54928.258
T1194692,34191.164
T1194693,75741.93
T1194694,46644.258
T1194695,56954.41
T1194696,58495.305
T1194697,69366.47
T1194698,34191.164
T1194699,55137.59
T1194700,26381.44
T1194701,44519.258
T1194702,75741.93
T1194703,37290.383
T1194704,44519.258
T1194705,40568.797
T1194706,29426.443
T1194707,54928.258
T1194708,39651.5
T1194709,75741.93
T1194710,29228.836
T1194711,34414.523
T1194712,28021.76
T1194713,46292.37
T1194714,40568.797
T1194715,59842.85
T1194716,59537.21
T1194717,44391.027
T1194718,53183.96
T1194719,69366.47
T1194720,44391.027
T1194721,44577.48
T1194722,46644.258
T1194723,36966.293
T1194724,43313.777
T1194725,20051.148
T1194726,43143.812
T1194727,35589.047
T1194728,75741.93
T1194729,58495.305
T1194730,69366.47
T1194731,34414.523
T1194732,56954.41
T1194733,44577.48
T1194734,43143.812
T1194735,44577.48
T1194736,34191.164
T1194737,44577.48
T1194738,29301.29
T1194739,59537.21
T1194740,40568.797
T1194741,34191.164
T1194742,75741.93
T1194743,46644.258
T1194744,22587.873
T1194745,39651.5
T1194746,75741.93
T1194747,50845.01
T1194748,54928.258
T1194749,59842.85
T1194750,43337.227
T1194751,71761.734
T1194752,34191.164
T1194753,69366.47
T1194754,39424.01
T1194755,29462.072
T1194756,43143.812
T1194757,58495.305
T1194758,43313.777
T1194759,49980.055
T1194760,43337.227
T1194761,28714.564
T1194762,44577.48
T1194763,44577.48
T1194764,45251.996
T1194765,56936.324
T1194766,45473.785
T1194767,58495.305
T1194768,58997.055
T1194769,59537.21
T1194770,39294.965
T1194771,69366.47
T1194772,54928.258
T1194773,34191.164
T1194774,28020.086
T1194775,49980.055
T1194776,37946.17
T1194777,21629.074
T1194778,34770.793
T1194779,34414.523
T1194780,34191.164
T1194781,32287.281
T1194782,58495.305
T1194783,46644.258
T1194784,58495.305
T1194785,35345.594
T1194786,32676.52
T1194787,35548.92
T1194788,46644.258
T1194789,34770.793
T1194790,33488.8
T1194791,44519.258
T1194792,69366.47
T1194793,33488.8
T1194794,34414.523
T1194795,44519.258
T1194796,44577.48
T1194797,39294.965
T1194798,25239.96
T1194799,40739.332
T1194800,29481.588
T1194801,69366.47
T1194802,33321.21
T1194803,37290.383
T1194804,53119.645
T1194805,32287.281
T1194806,46644.258
T1194807,28021.76
T1194808,46644.258
T1194809,32287.281
T1194810,54928.258
T1194811,32676.52
T1194812,50845.01
T1194813,28020.086
T1194814,34770.793
T1194815,71761.734
T1194816,44408.273
T1194817,46644.258
T1194818,59537.21
T1194819,36966.293
T1194820,69453.84
T1194821,75741.93
T1194822,37290.383
T1194823,35345.594
T1194824,75741.93
T1194825,54479.67
T1194826,59537.21
T1194827,55137.59
T1194828,40568.797
T1194829,21629.074
T1194830,32287.281
T1194831,49980.055
T1194832,43143.812
T1194833,59537.21
T1194834,28253.648
T1194835,36678.15
T1194836,34770.793
T1194837,31969.568
T1194838,46644.258
T1194839,75741.93
T1194840,59537.21
T1194841,36678.15
T1194842,29462.072
T1194843,56936.324
T1194844,43143.812
T1194845,44519.258
T1194846,34191.164
T1194847,39294.965
T1194848,54928.258
T1194849,34191.164
T1194850,29301.29
T1194851,28021.76
T1194852,29301.29
T1194853,39294.965
T1194854,32676.52
T1194855,32676.52
T1194856,60522.504
T1194857,69366.47
T1194858,27872.49
T1194859,44391.027
T1194860,36966.293
T1194861,23025.732
T1194862,71761.734
T1194863,37290.383
T1194864,53119.645
T1194865,44577.48
T1194866,58495.305
T1194867,44519.258
T1194868,54928.258
T1194869,25579.508
T1194870,25239.96
T1194871,36966.293
T1194872,40568.797
T1194873,46644.258
T1194874,43143.812
T1194875,34770.793
T1194876,45473.785
T1194877,34770.793
T1194878,43143.812
T1194879,39294.965
T1194880,21629.074
T1194881,58495.305
T1194882,37290.383
T1194883,24706.55
T1194884,44391.027
T1194885,69366.47
T1194886,59537.21
T1194887,44391.027
T1194888,58863.938
T1194889,45636.562
T1194890,59537.21
T1194891,33321.21
T1194892,44519.258
T1194893,36187.76
T1194894,44519.258
T1194895,46644.258
T1194896,34191.164
T1194897,29462.072
T1194898,34191.164
T1194899,39078.18
T1194900,54928.258
T1194901,28021.76
T1194902,58495.305
T1194903,43143.812
T1194904,40568.797
T1194905,44408.273
T1194906,34191.164
T1194907,32676.52
T1194908,64751.26
T1194909,27872.49
T1194910,40568.797
T1194911,45473.785
T1194912,44577.48
T1194913,44519.258
T1194914,75741.93
T1194915,34191.164
T1194916,43313.777
T1194917,32676.52
T1194918,69453.84
T1194919,28714.564
T1194920,59537.21
T1194921,39294.965
T1194922,46644.258
T1194923,24706.55
T1194924,45251.996
T1194925,25579.508
T1194926,40568.797
T1194927,28021.76
T1194928,58997.055
T1194929,34770.793
T1194930,71761.734
T1194931,58997.055
T1194932,45473.785
T1194933,69366.47
T1194934,59537.21
T1194935,46292.37
T1194936,34770.793
T1194937,46644.258
T1194938,58495.305
T1194939,56936.324
T1194940,32676.52
T1194941,43143.812
T1194942,49980.055
T1194943,59489.113
T1194944,43143.812
T1194945,28253.648
T1194946,36966.293
T1194947,45971.0
T1194948,44519.258
T1194949,34770.793
T1194950,51707.68
T1194951,43143.812
T1194952,34414.523
T1194953,44391.027
T1194954,36966.293
T1194955,43313.777
T1194956,44391.027
T1194957,29228.836
T1194958,46644.258
T1194959,39651.5
T1194960,29481.588
T1194961,54928.258
T1194962,29426.443
T1194963,29426.443
T1194964,32287.281
T1194965,46644.258
T1194966,40568.797
T1194967,44519.258
T1194968,21629.074
T1194969,32676.52
T1194970,33321.21
T1194971,23025.732
T1194972,43337.227
T1194973,28021.76
T1194974,55137.59
T1194975,44949.895
T1194976,59537.21
T1194977,40568.797
T1194978,58495.305
T1194979,59537.21
T1194980,54928.258
T1194981,40739.332
T1194982,29301.29
T1194983,58495.305
T1194984,69366.47
T1194985,58495.305
T1194986,34191.164
T1194987,49980.055
T1194988,59537.21
T1194989,75741.93
T1194990,44577.48
T1194991,59842.85
T1194992,29462.072
T1194993,25667.453
T1194994,44577.48
T1194995,37290.383
T1194996,58495.305
T1194997,44408.273
T1194998,34883.406
T1194999,28020.086
T1195000,34770.793
T1195001,56936.324
T1195002,25239.96
T1195003,40568.797
T1195004,34191.164
T1195005,46644.258
T1195006,34414.523
T1195007,34414.523
T1195008,34414.523
T1195009,44519.258
T1195010,43143.812
T1195011,25667.453
T1195012,34191.164
T1195013,29462.072
T1195014,46644.258
T1195015,58997.055
T1195016,33321.21
T1195017,53077.45
T1195018,32287.281
T1195019,36678.15
T1195020,18821.01
T1195021,34770.793
T1195022,44519.258
T1195023,54928.258
T1195024,39294.965
T1195025,59489.113
T1195026,32676.52
T1195027,21629.074
T1195028,34191.164
T1195029,33488.8
T1195030,28253.648
T1195031,59842.85
T1195032,39294.965
T1195033,44519.258
T1195034,34191.164
T1195035,58495.305
T1195036,28021.76
T1195037,28021.76
T1195038,44519.258
T1195039,59537.21
T1195040,32676.52
T1195041,40739.332
T1195042,34191.164
T1195043,29462.072
T1195044,34191.164
T1195045,40568.797
T1195046,40739.332
T1195047,44391.027
T1195048,29481.588
T1195049,44391.027
T1195050,32676.52
T1195051,43143.812
T1195052,59537.21
T1195053,22587.873
T1195054,34770.793
T1195055,39651.5
T1195056,44391.027
T1195057,46644.258
T1195058,45971.0
T1195059,75741.93
T1195060,60522.504
T1195061,27872.49
T1195062,34191.164
T1195063,59537.21
T1195064,69366.47
T1195065,40568.797
T1195066,44577.48
T1195067,37290.383
T1195068,29462.072
T1195069,37290.383
T1195070,21629.074
T1195071,75741.93
T1195072,26381.44
T1195073,31969.568
T1195074,54928.258
T1195075,59537.21
T1195076,75741.93
T1195077,75741.93
T1195078,34191.164
T1195079,39424.01
T1195080,69366.47
T1195081,34770.793
T1195082,23025.732
T1195083,23025.732
T1195084,36678.15
T1195085,34191.164
T1195086,55137.59
T1195087,51707.68
T1195088,34770.793
T1195089,44519.258
T1195090,43337.227
T1195091,28253.648
T1195092,44519.258
T1195093,59842.85
T1195094,44577.48
T1195095,50845.01
T1195096,34770.793
T1195097,34191.164
T1195098,37290.383
T1195099,75741.93
T1195100,55137.59
T1195101,59537.21
T1195102,54928.258
T1195103,34414.523
T1195104,69453.84
T1195105,27195.28
T1195106,53077.45
T1195107,75741.93
T1195108,39294.965
T1195109,37290.383
T1195110,34191.164
T1195111,43143.812
T1195112,26381.44
T1195113,53077.45
T1195114,59537.21
T1195115,58495.305
T1195116,34770.793
T1195117,46644.258
T1195118,59537.21
T1195119,59537.21
T1195120,27160.139
T1195121,35589.047
T1195122,31664.336
T1195123,54479.67
T1195124,34191.164
T1195125,40568.797
T1195126,56954.41
T1195127,58863.938
T1195128,29462.072
T1195129,43143.812
T1195130,34414.523
T1195131,34191.164
T1195132,37290.383
T1195133,69453.84
T1195134,40568.797
T1195135,35548.92
T1195136,69366.47
T1195137,58495.305
T1195138,53119.645
T1195139,34191.164
T1195140,58997.055
T1195141,69366.47
T1195142,39078.18
T1195143,34414.523
T1195144,59537.21
T1195145,28714.564
T1195146,46644.258
T1195147,34414.523
T1195148,29301.29
T1195149,44408.273
T1195150,32676.52
T1195151,46644.258
T1195152,53119.645
T1195153,58495.305
T1195154,28021.76
T1195155,54928.258
T1195156,27160.139
T1195157,59489.113
T1195158,27617.152
T1195159,37290.383
T1195160,75741.93
T1195161,27195.28
T1195162,46644.258
T1195163,69453.84
T1195164,56954.41
T1195165,25239.96
T1195166,37290.383
T1195167,39294.965
T1195168,44391.027
T1195169,46644.258
T1195170,44519.258
T1195171,43143.812
T1195172,29301.29
T1195173,55137.59
T1195174,44519.258
T1195175,60522.504
T1195176,40739.332
T1195177,58495.305
T1195178,59537.21
T1195179,34191.164
T1195180,43143.812
T1195181,49980.055
T1195182,71761.734
T1195183,59537.21
T1195184,39936.195
T1195185,25523.383
T1195186,28020.086
T1195187,37946.17
T1195188,29301.29
T1195189,28021.76
T1195190,55137.59
T1195191,50845.01
T1195192,54928.258
T1195193,29301.29
T1195194,69453.84
T1195195,27195.28
T1195196,27195.28
T1195197,56954.41
T1195198,23025.732
T1195199,29301.29
T1195200,27160.139
T1195201,43313.777
T1195202,34770.793
T1195203,75741.93
T1195204,31969.568
T1195205,46644.258
T1195206,44577.48
T1195207,46644.258
T1195208,44577.48
T1195209,54928.258
T1195210,44577.48
T1195211,60522.504
T1195212,56954.41
T1195213,23292.162
T1195214,46644.258
T1195215,31664.336
T1195216,34191.164
T1195217,55137.59
T1195218,43143.812
T1195219,43143.812
T1195220,20051.148
T1195221,58495.305
T1195222,39651.5
T1195223,45473.785
T1195224,44391.027
T1195225,34414.523
T1195226,69366.47
T1195227,75741.93
T1195228,34414.523
T1195229,35589.047
T1195230,34770.793
T1195231,69366.47
T1195232,44519.258
T1195233,20923.104
T1195234,46644.258
T1195235,44519.258
T1195236,43143.812
T1195237,59537.21
T1195238,29301.29
T1195239,69366.47
T1195240,35548.92
T1195241,45636.562
T1195242,59537.21
T1195243,46644.258
T1195244,36966.293
T1195245,32287.281
T1195246,69366.47
T1195247,29426.443
T1195248,59537.21
T1195249,75741.93
T1195250,53183.96
T1195251,40739.332
T1195252,53077.45
T1195253,59537.21
T1195254,34191.164
T1195255,75741.93
T1195256,53119.645
T1195257,60522.504
T1195258,34191.164
T1195259,27872.49
T1195260,28021.76
T1195261,33488.8
T1195262,58495.305
T1195263,33321.21
T1195264,40739.332
T1195265,27872.49
T1195266,32676.52
T1195267,35345.594
T1195268,39294.965
T1195269,25239.96
T1195270,44519.258
T1195271,32676.52
T1195272,35345.594
T1195273,44391.027
T1195274,58495.305
T1195275,34191.164
T1195276,29301.29
T1195277,46644.258
T1195278,40568.797
T1195279,32676.52
T1195280,43143.812
T1195281,29426.443
T1195282,56954.41
T1195283,46644.258
T1195284,54928.258
T1195285,44519.258
T1195286,33321.21
T1195287,58495.305
T1195288,37290.383
T1195289,34770.793
T1195290,53077.45
T1195291,31969.568
T1195292,27872.49
T1195293,47105.797
T1195294,59537.21
T1195295,32676.52
T1195296,45971.0
T1195297,75741.93
T1195298,58495.305
T1195299,75741.93
T1195300,21629.074
T1195301,46644.258
T1195302,34191.164
T1195303,28714.564
T1195304,75741.93
T1195305,32676.52
T1195306,25579.508
T1195307,55137.59
T1195308,58495.305
T1195309,46644.258
T1195310,20923.104
T1195311,69453.84
T1195312,55137.59
T1195313,46644.258
T1195314,58495.305
T1195315,54928.258
T1195316,75741.93
T1195317,59537.21
T1195318,40739.332
T1195319,59537.21
T1195320,54928.258
T1195321,55137.59
T1195322,53077.45
T1195323,46644.258
T1195324,32676.52
T1195325,59537.21
T1195326,29481.588
T1195327,60522.504
T1195328,44577.48
T1195329,32676.52
T1195330,59537.21
T1195331,75741.93
T1195332,34414.523
T1195333,53077.45
T1195334,53077.45
T1195335,26381.44
T1195336,34770.793
T1195337,27160.139
T1195338,59537.21
T1195339,60522.504
T1195340,29301.29
T1195341,49980.055
T1195342,75741.93
T1195343,46644.258
T1195344,55137.59
T1195345,69453.84
T1195346,27195.28
T1195347,54479.67
T1195348,27195.28
T1195349,46644.258
T1195350,53119.645
T1195351,23292.162
T1195352,43143.812
T1195353,33321.21
T1195354,36966.293
T1195355,58495.305
T1195356,35345.594
T1195357,28021.76
T1195358,53077.45
T1195359,32287.281
T1195360,34414.523
T1195361,55137.59
T1195362,56954.41
T1195363,43143.812
T1195364,58495.305
T1195365,35548.92
T1195366,23025.732
T1195367,69366.47
T1195368,58997.055
T1195369,44577.48
T1195370,53119.645
T1195371,27160.139
T1195372,29426.443
T1195373,25667.453
T1195374,69366.47
T1195375,40568.797
T1195376,46644.258
T1195377,44519.258
T1195378,71761.734
T1195379,59537.21
T1195380,32676.52
T1195381,45971.0
T1195382,44519.258
T1195383,44577.48
T1195384,44391.027
T1195385,29462.072
T1195386,43143.812
T1195387,34191.164
